primary_established_threshold,primary_gap_n,primary_gap_fraction,sensitivity_established_threshold,sensitivity_gap_n,sensitivity_gap_fraction
0.5051311484831686,119,0.08356741573033707,0.6234077693448085,93,0.06530898876404495
