term,log_odds,model_standard_error,county_cluster_robust_standard_error,odds_ratio,conf_low,conf_high,robust_z,robust_p_value,label,interpretation,interval_method
z_baseline_seedling_tpa,-1.5999069269774824,0.19425661777657396,0.17055024249327244,0.20191530998832122,0.14454285228054328,0.2820602455564509,-9.380854014561677,6.5440501038179016e-21,Baseline sugar-maple seedling density,Adjusted odds ratio for loss per one training-cohort SD on the stated transformed scale,County-cluster CR1 sandwich 95% confidence interval
maple_sapling_presentTRUE,-0.41828698943557546,0.29372255108762774,0.34197773298353223,0.6581733125302169,0.3367040145711492,1.2865665111796891,-1.2231410091712547,0.2212764417665797,Sugar-maple saplings present at baseline,Adjusted odds ratio for loss when saplings are present versus absent,County-cluster CR1 sandwich 95% confidence interval
z_established_maple_ba,0.3808189940057423,0.15776082001600142,0.20324985631702563,1.4634826822961282,0.982609585318616,2.179687226118588,1.8736495115241183,0.06097874904395053,Established sugar-maple basal area,Adjusted odds ratio for loss per one training-cohort SD on the stated transformed scale,County-cluster CR1 sandwich 95% confidence interval
z_beech_sapling_ba,0.27300587261636883,0.10823594437479483,0.10658611331230634,1.3139079608794806,1.0662000041215236,1.6191653751538608,2.5613643666360035,0.010426194345766568,American beech sapling basal area,Adjusted odds ratio for loss per one training-cohort SD on the stated transformed scale,County-cluster CR1 sandwich 95% confidence interval
z_other_nonmaple_ba,0.15931038839013598,0.1619571859900254,0.18432074968108553,1.1727018832466038,0.8171344414935141,1.6829907505263892,0.8643106577299471,0.38741725701767954,Non-maple basal area excluding beech saplings,Adjusted odds ratio for loss per one training-cohort SD on the stated transformed scale,County-cluster CR1 sandwich 95% confidence interval
z_microplot_coverage,-0.505297670777619,0.1241533675741267,0.11052644598440194,0.6033259561881313,0.4858159044622605,0.7492595571016339,-4.571735445550554,4.837013876282625e-6,Baseline microplot condition coverage,Adjusted odds ratio for loss per one training-cohort SD on the stated transformed scale,County-cluster CR1 sandwich 95% confidence interval
z_interval_years,0.16220088038648792,0.14903710420572475,0.14784380884766002,1.1760964723070235,0.880233856939437,1.5714038959855574,1.0971097244499537,0.27259342975723494,Measurement interval,Adjusted odds ratio for loss per one training-cohort SD on the stated transformed scale,County-cluster CR1 sandwich 95% confidence interval
